URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,target
111.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,86.0,0.7747747747747747,8.0,0.07207207207207207,3.0,1.0,1.0,2.0,0.15315315315315314,1.0,1
41.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.8292682926829268,0.0,0.0,0.0,0.0,0.0,0.0,0.17073170731707318,1.0,1
69.0,49.0,0.0,3.0,3.0,0.0,0.0,0.0,53.0,0.7681159420289855,5.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.15942028985507245,1.0,1
70.0,37.0,0.0,2.0,1.0,0.0,0.0,0.0,51.0,0.7285714285714285,9.0,0.12857142857142856,0.0,0.0,0.0,2.0,0.14285714285714285,0.0,1
110.0,20.0,0.0,5.0,1.0,0.0,0.0,0.0,90.0,0.8181818181818182,8.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.10909090909090909,1.0,1
53.0,44.0,0.0,3.0,2.0,0.0,0.0,0.0,38.0,0.7169811320754716,7.0,0.1320754716981132,0.0,0.0,0.0,0.0,0.1509433962264151,1.0,1
49.0,40.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.7346938775510204,6.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1
36.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,28.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,1
31.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,1
53.0,29.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,0.8301886792452831,0.0,0.0,0.0,1.0,0.0,0.0,0.16981132075471697,1.0,1
101.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,60.0,0.594059405940594,23.0,0.22772277227722773,0.0,0.0,0.0,1.0,0.1782178217821782,0.0,1
31.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.7096774193548387,2.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,1
27.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,0.6666666666666666,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.2962962962962963,0.0,1
41.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,1.0,1
86.0,37.0,0.0,3.0,2.0,0.0,0.0,0.0,71.0,0.8255813953488372,1.0,0.011627906976744186,0.0,0.0,0.0,2.0,0.16279069767441862,1.0,1
42.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,26.0,0.6190476190476191,6.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.23809523809523808,1.0,1
24.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,0.6666666666666666,3.0,0.125,0.0,0.0,0.0,0.0,0.20833333333333334,1.0,1
60.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,0.8166666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.18333333333333332,1.0,1
70.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,51.0,0.7285714285714285,9.0,0.12857142857142856,2.0,1.0,1.0,0.0,0.14285714285714285,1.0,1
83.0,64.0,0.0,3.0,2.0,0.0,0.0,0.0,63.0,0.7590361445783133,10.0,0.12048192771084337,0.0,0.0,0.0,0.0,0.12048192771084337,1.0,1
51.0,31.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,0.7843137254901961,1.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.19607843137254902,1.0,1
67.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,0.835820895522388,0.0,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,1.0,1
83.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,69.0,0.8313253012048193,3.0,0.03614457831325301,1.0,1.0,0.0,0.0,0.13253012048192772,1.0,1
141.0,19.0,0.0,3.0,1.0,1.0,1.0,0.0070921985815602835,103.0,0.7304964539007093,18.0,0.1276595744680851,1.0,1.0,0.0,2.0,0.14184397163120568,1.0,1
108.0,26.0,0.0,3.0,1.0,0.0,0.0,0.0,85.0,0.7870370370370371,12.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.10185185185185185,1.0,1
104.0,74.0,0.0,4.0,2.0,0.0,0.0,0.0,84.0,0.8076923076923077,10.0,0.09615384615384616,1.0,1.0,0.0,0.0,0.09615384615384616,1.0,1
33.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,1.0,1
56.0,48.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,0.7142857142857143,10.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,1
41.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,0.8048780487804879,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,1.0,1
97.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,58.0,0.5979381443298969,24.0,0.24742268041237114,0.0,1.0,0.0,0.0,0.15463917525773196,1.0,1
37.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.7297297297297297,4.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.16216216216216217,1.0,1
158.0,81.0,0.0,3.0,5.0,0.0,0.0,0.0,115.0,0.7278481012658228,16.0,0.10126582278481013,1.0,1.0,0.0,0.0,0.17088607594936708,0.0,1
46.0,37.0,0.0,3.0,2.0,0.0,0.0,0.0,35.0,0.7608695652173914,4.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.15217391304347827,1.0,1
36.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,1.0,0
44.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,0.8181818181818182,2.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,1
69.0,32.0,0.0,7.0,3.0,0.0,0.0,0.0,55.0,0.7971014492753623,4.0,0.057971014492753624,1.0,1.0,0.0,0.0,0.14492753623188406,1.0,1
254.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,178.0,0.7007874015748031,36.0,0.14173228346456693,5.0,3.0,4.0,4.0,0.15748031496062992,0.0,1
51.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.7843137254901961,1.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.19607843137254902,1.0,1
192.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,140.0,0.7291666666666666,27.0,0.140625,4.0,1.0,3.0,0.0,0.13020833333333334,1.0,1
51.0,44.0,0.0,3.0,2.0,0.0,0.0,0.0,41.0,0.803921568627451,4.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,1
59.0,26.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,0.847457627118644,0.0,0.0,0.0,0.0,0.0,1.0,0.15254237288135594,1.0,1
35.0,28.0,0.0,3.0,1.0,0.0,0.0,0.0,26.0,0.7428571428571429,3.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,1
41.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,35.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,1.0,1
30.0,22.0,0.0,10.0,1.0,0.0,0.0,0.0,25.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0
52.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,0.6923076923076923,4.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,1
64.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,0.484375,22.0,0.34375,1.0,1.0,0.0,0.0,0.171875,0.0,1
49.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,0.7551020408163265,2.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.20408163265306123,1.0,1
118.0,47.0,0.0,3.0,3.0,0.0,0.0,0.0,72.0,0.6101694915254238,28.0,0.23728813559322035,1.0,1.0,1.0,1.0,0.15254237288135594,0.0,1
79.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0,0.810126582278481,0.0,0.0,0.0,0.0,0.0,0.0,0.189873417721519,1.0,1
78.0,69.0,0.0,2.0,1.0,0.0,0.0,0.0,62.0,0.7948717948717948,2.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.1794871794871795,1.0,1
98.0,73.0,0.0,4.0,2.0,1.0,1.0,0.01020408163265306,74.0,0.7551020408163265,13.0,0.1326530612244898,0.0,0.0,0.0,2.0,0.11224489795918367,1.0,1
37.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.7297297297297297,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.24324324324324326,0.0,1
62.0,53.0,0.0,2.0,1.0,0.0,0.0,0.0,54.0,0.8709677419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,1.0,1
328.0,14.0,0.0,3.0,1.0,1.0,1.0,0.003048780487804878,233.0,0.7103658536585366,57.0,0.17378048780487804,5.0,1.0,4.0,5.0,0.11585365853658537,1.0,1
46.0,37.0,0.0,3.0,2.0,0.0,0.0,0.0,31.0,0.6739130434782609,5.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.21739130434782608,1.0,1
40.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.0,1
32.0,24.0,0.0,4.0,1.0,0.0,0.0,0.0,20.0,0.625,6.0,0.1875,0.0,0.0,0.0,0.0,0.1875,0.0,1
67.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,49.0,0.7313432835820896,8.0,0.11940298507462686,0.0,0.0,0.0,0.0,0.14925373134328357,1.0,1
31.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,19.0,0.6129032258064516,5.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.22580645161290322,1.0,1
71.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,55.0,0.7746478873239436,4.0,0.056338028169014086,0.0,1.0,0.0,0.0,0.16901408450704225,1.0,1
44.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.6363636363636364,9.0,0.20454545454545456,0.0,0.0,0.0,0.0,0.1590909090909091,1.0,1
46.0,31.0,0.0,3.0,2.0,0.0,0.0,0.0,22.0,0.4782608695652174,13.0,0.2826086956521739,0.0,0.0,0.0,0.0,0.2391304347826087,1.0,1
27.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,0.6666666666666666,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,1
33.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0,0.5757575757575758,7.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.21212121212121213,1.0,1
58.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,0.6896551724137931,11.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.1206896551724138,1.0,1
52.0,35.0,0.0,3.0,1.0,0.0,0.0,0.0,42.0,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,1
72.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,54.0,0.75,5.0,0.06944444444444445,0.0,0.0,0.0,0.0,0.18055555555555555,0.0,1
77.0,36.0,0.0,3.0,1.0,0.0,0.0,0.0,51.0,0.6623376623376623,13.0,0.16883116883116883,1.0,1.0,0.0,0.0,0.16883116883116883,1.0,1
23.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.6086956521739131,3.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,1
90.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,74.0,0.8222222222222222,6.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.1111111111111111,1.0,1
63.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,0.7936507936507936,1.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
29.0,22.0,0.0,4.0,2.0,0.0,0.0,0.0,20.0,0.6896551724137931,2.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.2413793103448276,0.0,1
62.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,52.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,1.0,0.16129032258064516,1.0,1
46.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,1.0,1
103.0,45.0,0.0,2.0,2.0,0.0,0.0,0.0,54.0,0.5242718446601942,37.0,0.3592233009708738,0.0,0.0,0.0,0.0,0.11650485436893204,1.0,1
65.0,48.0,0.0,3.0,1.0,0.0,0.0,0.0,55.0,0.8461538461538461,1.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.13846153846153847,1.0,1
111.0,16.0,0.0,4.0,1.0,0.0,0.0,0.0,84.0,0.7567567567567568,16.0,0.14414414414414414,0.0,0.0,0.0,0.0,0.0990990990990991,1.0,1
106.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,88.0,0.8301886792452831,5.0,0.04716981132075472,0.0,0.0,0.0,0.0,0.12264150943396226,0.0,1
27.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,1
301.0,27.0,0.0,3.0,4.0,0.0,0.0,0.0,237.0,0.7873754152823921,46.0,0.15282392026578073,0.0,0.0,0.0,0.0,0.059800664451827246,1.0,1
104.0,16.0,0.0,4.0,1.0,0.0,0.0,0.0,84.0,0.8076923076923077,11.0,0.10576923076923077,0.0,0.0,0.0,0.0,0.08653846153846154,1.0,1
85.0,36.0,0.0,2.0,1.0,0.0,0.0,0.0,70.0,0.8235294117647058,1.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.16470588235294117,1.0,1
91.0,74.0,0.0,4.0,2.0,0.0,0.0,0.0,76.0,0.8351648351648352,7.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.08791208791208792,1.0,1
64.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,53.0,0.828125,1.0,0.015625,0.0,0.0,0.0,0.0,0.15625,0.0,1
34.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,0.7941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,1
92.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,59.0,0.6413043478260869,19.0,0.20652173913043478,0.0,0.0,0.0,0.0,0.15217391304347827,1.0,1
52.0,33.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,0.7115384615384616,8.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1
44.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,35.0,0.7954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.20454545454545456,0.0,1
73.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,0.821917808219178,1.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.1643835616438356,1.0,1
42.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.6666666666666666,8.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1
23.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.4782608695652174,6.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.2608695652173913,1.0,1
87.0,56.0,0.0,3.0,3.0,0.0,0.0,0.0,66.0,0.7586206896551724,10.0,0.11494252873563218,0.0,0.0,0.0,0.0,0.12643678160919541,1.0,1
29.0,22.0,0.0,3.0,2.0,0.0,0.0,0.0,20.0,0.6896551724137931,2.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.2413793103448276,0.0,1
69.0,37.0,0.0,2.0,2.0,0.0,0.0,0.0,49.0,0.7101449275362319,11.0,0.15942028985507245,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,1
66.0,42.0,0.0,3.0,1.0,0.0,0.0,0.0,42.0,0.6363636363636364,13.0,0.19696969696969696,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
64.0,40.0,0.0,3.0,3.0,0.0,0.0,0.0,48.0,0.75,5.0,0.078125,0.0,0.0,0.0,0.0,0.171875,1.0,1
42.0,33.0,0.0,4.0,1.0,0.0,0.0,0.0,22.0,0.5238095238095238,12.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
443.0,38.0,0.0,3.0,1.0,1.0,2.0,0.004514672686230248,303.0,0.6839729119638827,100.0,0.22573363431151242,5.0,1.0,4.0,0.0,0.09029345372460497,1.0,1
37.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.1891891891891892,1.0,1
162.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,111.0,0.6851851851851852,26.0,0.16049382716049382,7.0,1.0,6.0,0.0,0.15432098765432098,1.0,1
59.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,48.0,0.8135593220338984,0.0,0.0,1.0,1.0,0.0,0.0,0.1864406779661017,1.0,1
26.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,0.5769230769230769,5.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,1
190.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,0.6842105263157895,34.0,0.17894736842105263,3.0,2.0,2.0,2.0,0.1368421052631579,0.0,1
76.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,63.0,0.8289473684210527,6.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.09210526315789473,1.0,1
310.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,258.0,0.832258064516129,43.0,0.13870967741935483,1.0,1.0,0.0,0.0,0.02903225806451613,1.0,1
43.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.8604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,1.0,1
54.0,46.0,0.0,3.0,1.0,0.0,0.0,0.0,31.0,0.5740740740740741,15.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,1
72.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,53.0,0.7361111111111112,8.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1527777777777778,1.0,1
40.0,31.0,0.0,4.0,1.0,0.0,0.0,0.0,22.0,0.55,12.0,0.3,0.0,0.0,0.0,0.0,0.15,1.0,1
53.0,44.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,0.8301886792452831,1.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.1509433962264151,1.0,1
28.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,21.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1
34.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.6470588235294118,7.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,1
37.0,29.0,0.0,9.0,1.0,0.0,0.0,0.0,32.0,0.8648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,1.0,0
51.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,1.0,1
60.0,42.0,0.0,3.0,2.0,0.0,0.0,0.0,52.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,1
32.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0.75,3.0,0.09375,0.0,0.0,0.0,0.0,0.15625,1.0,0
91.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,45.0,0.4945054945054945,33.0,0.3626373626373626,0.0,0.0,0.0,2.0,0.14285714285714285,1.0,1
106.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,68.0,0.6415094339622641,25.0,0.2358490566037736,0.0,0.0,0.0,0.0,0.12264150943396226,1.0,1
44.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,31.0,0.7045454545454546,4.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.20454545454545456,1.0,1
55.0,24.0,0.0,3.0,2.0,0.0,0.0,0.0,46.0,0.8363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364,1.0,1
47.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,35.0,0.7446808510638298,3.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.19148936170212766,1.0,1
92.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,0.8043478260869565,9.0,0.09782608695652174,0.0,0.0,0.0,0.0,0.09782608695652174,1.0,1
143.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,121.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,1
69.0,36.0,0.0,2.0,1.0,0.0,0.0,0.0,57.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,2.0,0.17391304347826086,1.0,1
50.0,23.0,0.0,5.0,1.0,0.0,0.0,0.0,39.0,0.78,1.0,0.02,1.0,1.0,0.0,1.0,0.2,0.0,1
27.0,20.0,0.0,6.0,2.0,0.0,0.0,0.0,18.0,0.6666666666666666,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,1
30.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,22.0,0.7333333333333333,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,1
115.0,29.0,0.0,5.0,0.0,0.0,0.0,0.0,105.0,0.9130434782608695,0.0,0.0,1.0,1.0,0.0,0.0,0.08695652173913043,1.0,1
47.0,31.0,0.0,4.0,1.0,0.0,0.0,0.0,32.0,0.6808510638297872,6.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.19148936170212766,1.0,1
187.0,52.0,0.0,3.0,5.0,0.0,0.0,0.0,131.0,0.7005347593582888,27.0,0.1443850267379679,5.0,2.0,5.0,0.0,0.15508021390374332,0.0,1
40.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,31.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,1
35.0,26.0,0.0,6.0,1.0,0.0,0.0,0.0,28.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1
35.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,0.5714285714285714,5.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1
90.0,74.0,0.0,4.0,2.0,0.0,0.0,0.0,75.0,0.8333333333333334,7.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.08888888888888889,1.0,1
70.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,61.0,0.8714285714285714,0.0,0.0,2.0,1.0,1.0,0.0,0.12857142857142856,1.0,1
61.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,0.7704918032786885,3.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.18032786885245902,1.0,1
113.0,76.0,0.0,3.0,2.0,0.0,0.0,0.0,93.0,0.8230088495575221,11.0,0.09734513274336283,0.0,0.0,0.0,0.0,0.07964601769911504,1.0,1
42.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,0.7857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0,1
38.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,31.0,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,0.0,1
66.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,0.7727272727272727,5.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.15151515151515152,1.0,1
74.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,56.0,0.7567567567567568,6.0,0.08108108108108109,0.0,0.0,0.0,1.0,0.16216216216216217,1.0,1
133.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,97.0,0.7293233082706767,18.0,0.13533834586466165,2.0,1.0,0.0,0.0,0.13533834586466165,1.0,1
49.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,39.0,0.7959183673469388,0.0,0.0,0.0,1.0,0.0,0.0,0.20408163265306123,0.0,1
45.0,27.0,0.0,3.0,2.0,0.0,0.0,0.0,25.0,0.5555555555555556,8.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.26666666666666666,1.0,1
33.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,25.0,0.7575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.24242424242424243,0.0,1
33.0,25.0,0.0,4.0,1.0,0.0,0.0,0.0,24.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,1
30.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.7333333333333333,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,1.0,1
62.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,49.0,0.7903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.20967741935483872,0.0,1
46.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,35.0,0.7608695652173914,4.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.15217391304347827,1.0,1
108.0,44.0,0.0,3.0,2.0,0.0,0.0,0.0,63.0,0.5833333333333334,28.0,0.25925925925925924,1.0,1.0,1.0,1.0,0.1574074074074074,0.0,1
39.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,33.0,0.8461538461538461,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,1
54.0,46.0,0.0,3.0,1.0,0.0,0.0,0.0,43.0,0.7962962962962963,2.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1
129.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,96.0,0.7441860465116279,16.0,0.12403100775193798,1.0,1.0,0.0,0.0,0.13178294573643412,1.0,1
256.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,177.0,0.69140625,38.0,0.1484375,5.0,3.0,4.0,4.0,0.16015625,0.0,1
99.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,0.7070707070707071,15.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.1414141414141414,1.0,1
46.0,38.0,0.0,3.0,2.0,0.0,0.0,0.0,34.0,0.7391304347826086,5.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,1
169.0,32.0,0.0,2.0,3.0,1.0,3.0,0.01775147928994083,81.0,0.47928994082840237,60.0,0.35502958579881655,1.0,0.0,0.0,0.0,0.16568047337278108,1.0,1
17.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.6470588235294118,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.29411764705882354,1.0,1
89.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,49.0,0.550561797752809,24.0,0.2696629213483146,0.0,0.0,0.0,2.0,0.1797752808988764,1.0,1
